Exland, Life tables (period 1x1), Females	Last modified: 01 Jan 2018;  Methods Protocol: vY (2017)

  Year          Age         mx       qx    ax      lx      dx      Lx       Tx     ex
  2014          54      0.00393  0.00393  0.50   95135     374   94948  2716280  28.55
  2014          55      0.00434  0.00433  0.50   94761     410   94556  2621333  27.66
  2014          56      0.00478  0.00477  0.50   94351     450   94126  2526777  26.78
  2014          57      0.00527  0.00526  0.50   93902     494   93655  2432651  25.91
  2014          58      0.00582  0.00580  0.50   93408     542   93137  2338997  25.04
  2014          59      0.00642  0.00640  0.50   92866     595   92569  2245860  24.18
  2014          60      0.00709  0.00706  0.50   92272     652   91946  2153292  23.34
  2014          61      0.00783  0.00779  0.50   91620     715   91263  2061347  22.50
  2014          62      0.00864  0.00861  0.50   90906     783   90515  1970084  21.67
  2014          63      0.00955  0.00950  0.50   90124     857   89695  1879570  20.86
  2014          64      0.01055  0.01049  0.50   89267     937   88799  1789875  20.05
  2014          65      0.01165  0.01159  0.50   88331    1024   87819  1701077  19.26
  2014          66      0.01288  0.01280  0.50   87307    1118   86749  1613258  18.48
  2014          67      0.01423  0.01413  0.50   86190    1219   85581  1526510  17.71
  2014          68      0.01573  0.01561  0.50   84972    1327   84309  1440929  16.96
  2014          69      0.01739  0.01724  0.50   83645    1443   82924  1356621  16.22
  2014          70      0.01923  0.01905  0.50   82203    1566   81420  1273698  15.49
  2014          71      0.02126  0.02104  0.50   80637    1697   79789  1192278  14.79
  2014          72      0.02351  0.02324  0.50   78940    1835   78023  1112490  14.09
  2014          73      0.02600  0.02567  0.50   77106    1980   76116  1034468  13.42
  2014          74      0.02876  0.02835  0.50   75126    2130   74061   958352  12.76
  2014          75      0.03181  0.03131  0.50   72996    2286   71854   884291  12.11
  2014          76      0.03518  0.03457  0.50   70711    2445   69489   812438  11.49
  2014          77      0.03891  0.03817  0.50   68266    2606   66963   742950  10.88
  2014          78      0.04305  0.04214  0.50   65661    2767   64277   675987  10.30
  2014          79      0.04762  0.04651  0.50   62894    2926   61431   611710   9.73
  2014          80      0.05268  0.05132  0.50   59969    3078   58430   550280   9.18
  2014          81      0.05827  0.05662  0.50   56891    3222   55280   491850   8.65
  2014          82      0.06447  0.06246  0.50   53669    3352   51993   436571   8.13
  2014          83      0.07133  0.06887  0.50   50317    3466   48585   384578   7.64
  2014          84      0.07891  0.07592  0.50   46852    3557   45074   335994   7.17
  2014          85      0.08731  0.08366  0.50   43295    3622   41484   290921   6.72
  2014          86      0.09660  0.09215  0.50   39673    3656   37845   249437   6.29
  2014          87      0.10688  0.10146  0.50   36018    3655   34190   211592   5.87
  2014          88      0.11826  0.11165  0.50   32363    3614   30557   177402   5.48
  2014          89      0.13085  0.12281  0.50   28750    3531   26985   146846   5.11
  2014          90      0.14478  0.13500  0.50   25219    3405   23517   119862   4.75
  2014          91      0.16019  0.14832  0.50   21815    3236   20197    96346   4.42
  2014          92      0.17726  0.16282  0.50   18579    3026   17067    76149   4.10
  2014          93      0.19614  0.17862  0.50   15554    2779   14165    59083   3.80
  2014          94      0.21703  0.19578  0.50   12776    2502   11525    44919   3.52
  2014          95      0.24015  0.21440  0.50   10275    2203    9173    33394   3.25
  2014          96      0.26573  0.23457  0.50    8072    1894    7125    24221   3.00
  2014          97      0.29404  0.25635  0.50    6179    1584    5387    17096   2.77
  2014          98      0.32537  0.27985  0.50    4595    1286    3952    11710   2.55
  2014          99      0.36004  0.30512  0.50    3309    1010    2804     7759   2.34
  2014         100      0.39841  0.33223  0.50    2300     764    1918     4955   2.15
  2014         101      0.44087  0.36124  0.50    1536     555    1258     3038   1.98
  2014         102      0.48785  0.39219  0.50     981     385     789     1780   1.81
  2014         103      0.53984  0.42510  0.50     597     254     470      991   1.66
  2014         104      0.59738  0.45998  0.50     343     158     264      522   1.52
  2014         105      0.66104  0.49683  0.50     186      92     140      258   1.39
  2014         106      0.73150  0.53560  0.50      94      50      69      119   1.27
  2014         107      0.80947  0.57624  0.50      44      25      31       51   1.16
  2014         108      0.89575  0.61866  0.50      19      12      13       20   1.06
  2014         109      0.99122  0.66275  0.50       7       5       5        7   0.98
  2014         110+     1.09688  1.00000  0.91       3       3       3        3   0.91
  2015           0      0.00530  0.00528  0.14  100000     528   99547  8111165  81.11
  2015           1      0.00084  0.00084  0.50   99473      84   99431  8011619  80.54
  2015           2      0.00027  0.00027  0.50   99389      27   99376  7912188  79.61
  2015           3      0.00019  0.00019  0.50   99363      20   99353  7812813  78.63
  2015           4      0.00019  0.00019  0.50   99344      19   99334  7713460  77.64
  2015           5      0.00019  0.00019  0.50   99325      19   99316  7614126  76.66
  2015           6      0.00019  0.00019  0.50   99307      19   99297  7514811  75.67
  2015           7      0.00019  0.00019  0.50   99288      20   99278  7415514  74.69
  2015           8      0.00020  0.00020  0.50   99269      20   99259  7316236  73.70
  2015           9      0.00020  0.00020  0.50   99249      20   99239  7216978  72.72
  2015          10      0.00020  0.00020  0.50   99230      21   99219  7117739  71.73
  2015          11      0.00021  0.00021  0.50   99209      21   99199  7018520  70.74
  2015          12      0.00021  0.00021  0.50   99189      22   99178  6919321  69.76
  2015          13      0.00022  0.00022  0.50   99168      22   99157  6820144  68.77
  2015          14      0.00022  0.00022  0.50   99146      23   99135  6720987  67.79
  2015          15      0.00023  0.00023  0.50   99124      23   99113  6621852  66.80
  2015          16      0.00024  0.00024  0.50   99102      24   99090  6522740  65.82
  2015          17      0.00024  0.00024  0.50   99078      25   99066  6423650  64.83
  2015          18      0.00025  0.00025  0.50   99054      26   99041  6324585  63.85
  2015          19      0.00026  0.00026  0.50   99029      26   99016  6225544  62.87
  2015          20      0.00027  0.00027  0.50   99003      28   98989  6126529  61.88
  2015          21      0.00028  0.00028  0.50   98976      29   98962  6027540  60.90
  2015          22      0.00030  0.00030  0.50   98948      30   98933  5928579  59.92
  2015          23      0.00031  0.00031  0.50   98918      31   98903  5829646  58.93
  2015          24      0.00033  0.00033  0.50   98887      33   98871  5730744  57.95
  2015          25      0.00035  0.00035  0.50   98855      35   98838  5631874  56.97
  2015          26      0.00037  0.00037  0.50   98821      37   98802  5533036  55.99
  2015          27      0.00039  0.00039  0.50   98784      39   98765  5434234  55.01
  2015          28      0.00041  0.00041  0.50   98746      41   98726  5335470  54.03
  2015          29      0.00044  0.00044  0.50   98706      44   98684  5236744  53.05
  2015          30      0.00047  0.00047  0.50   98662      47   98639  5138061  52.08
  2015          31      0.00050  0.00050  0.50   98616      50   98592  5039422  51.10
  2015          32      0.00054  0.00054  0.50   98567      53   98541  4940831  50.13
  2015          33      0.00058  0.00057  0.50   98514      57   98486  4842290  49.15
  2015          34      0.00062  0.00062  0.50   98458      61   98427  4743805  48.18
  2015          35      0.00067  0.00067  0.50   98397      66   98364  4645378  47.21
  2015          36      0.00072  0.00072  0.50   98331      71   98296  4547015  46.24
  2015          37      0.00078  0.00078  0.50   98260      77   98222  4448719  45.28
  2015          38      0.00085  0.00085  0.50   98183      84   98142  4350498  44.31
  2015          39      0.00092  0.00092  0.50   98100      91   98055  4252357  43.35
  2015          40      0.00100  0.00100  0.50   98010      99   97961  4154302  42.39
  2015          41      0.00109  0.00109  0.50   97912     107   97859  4056341  41.43
  2015          42      0.00119  0.00119  0.50   97805     117   97747  3958483  40.47
  2015          43      0.00130  0.00130  0.50   97689     127   97626  3860736  39.52
  2015          44      0.00142  0.00142  0.50   97563     139   97493  3763111  38.57
  2015          45      0.00155  0.00155  0.50   97424     152   97349  3665618  37.63
  2015          46      0.00170  0.00170  0.50   97273     166   97190  3568270  36.68
  2015          47      0.00187  0.00186  0.50   97108     181   97017  3471080  35.74
  2015          48      0.00205  0.00204  0.50   96927     199   96828  3374063  34.81
  2015          49      0.00225  0.00225  0.50   96728     218   96620  3277236  33.88
  2015          50      0.00247  0.00247  0.50   96511     239   96392  3180617  32.96
  2015          51      0.00272  0.00271  0.50   96273     262   96143  3084225  32.04
  2015          52      0.00299  0.00298  0.50   96012     287   95869  2988083  31.12
  2015          53      0.00329  0.00328  0.50   95725     315   95568  2892215  30.21
  2015          54      0.00362  0.00362  0.50   95411     346   95239  2796647  29.31
  2015          55      0.00399  0.00398  0.50   95066     379   94877  2701409  28.42
  2015          56      0.00440  0.00439  0.50   94687     416   94479  2606533  27.53
  2015          57      0.00485  0.00484  0.50   94272     457   94043  2512054  26.65
  2015          58      0.00535  0.00534  0.50   93815     501   93565  2418011  25.77
  2015          59      0.00591  0.00589  0.50   93314     550   93040  2324447  24.91
  2015          60      0.00652  0.00650  0.50   92765     603   92464  2231408  24.05
  2015          61      0.00719  0.00717  0.50   92162     661   91832  2138944  23.21
  2015          62      0.00794  0.00791  0.50   91502     725   91140  2047113  22.37
  2015          63      0.00877  0.00874  0.50   90778     794   90381  1955973  21.55
  2015          64      0.00969  0.00965  0.50   89985     868   89551  1865593  20.73
  2015          65      0.01071  0.01065  0.50   89117     950   88642  1776042  19.93
  2015          66      0.01183  0.01176  0.50   88168    1038   87649  1687401  19.14
  2015          67      0.01308  0.01299  0.50   87131    1132   86565  1599752  18.36
  2015          68      0.01445  0.01435  0.50   85999    1235   85382  1513188  17.60
  2015          69      0.01598  0.01585  0.50   84765    1344   84093  1427807  16.84
  2015          70      0.01766  0.01751  0.50   83421    1461   82691  1343715  16.11
  2015          71      0.01953  0.01934  0.50   81961    1586   81168  1261024  15.39
  2015          72      0.02159  0.02136  0.50   80376    1717   79517  1179857  14.68
  2015          73      0.02388  0.02360  0.50   78659    1856   77731  1100340  13.99
  2015          74      0.02641  0.02606  0.50   76803    2002   75802  1022610  13.31
  2015          75      0.02920  0.02878  0.50   74801    2153   73725   946809  12.66
  2015          76      0.03230  0.03179  0.50   72648    2310   71494   873085  12.02
  2015          77      0.03572  0.03510  0.50   70339    2469   69105   801592  11.40
  2015          78      0.03952  0.03875  0.50   67870    2630   66555   732488  10.79
  2015          79      0.04371  0.04278  0.50   65240    2791   63845   665933  10.21
  2015          80      0.04835  0.04721  0.50   62449    2949   60975   602089   9.64
  2015          81      0.05349  0.05210  0.50   59501    3100   57951   541114   9.09
  2015          82      0.05918  0.05748  0.50   56401    3242   54780   483163   8.57
  2015          83      0.06547  0.06339  0.50   53159    3370   51475   428384   8.06
  2015          84      0.07243  0.06990  0.50   49790    3481   48049   376910   7.57
  2015          85      0.08014  0.07705  0.50   46309    3569   44525   328861   7.10
  2015          86      0.08866  0.08490  0.50   42741    3629   40927   284336   6.65
  2015          87      0.09810  0.09351  0.50   39113    3658   37284   243409   6.22
  2015          88      0.10854  0.10295  0.50   35455    3651   33630   206126   5.81
  2015          89      0.12009  0.11329  0.50   31805    3604   30004   172496   5.42
  2015          90      0.13287  0.12460  0.50   28202    3514   26445   142492   5.05
  2015          91      0.14702  0.13696  0.50   24688    3382   22998   116048   4.70
  2015          92      0.16268  0.15044  0.50   21307    3206   19705    93050   4.37
  2015          93      0.18001  0.16514  0.50   18102    2990   16607    73346   4.05
  2015          94      0.19918  0.18114  0.50   15113    2738   13744    56740   3.75
  2015          95      0.22039  0.19852  0.50   12375    2457   11147    42996   3.47
  2015          96      0.24387  0.21737  0.50    9919    2156    8841    31850   3.21
  2015          97      0.26986  0.23777  0.50    7763    1846    6840    23010   2.96
  2015          98      0.29861  0.25982  0.50    5917    1538    5148    16170   2.73
  2015          99      0.33042  0.28357  0.50    4380    1242    3759    11023   2.52
  2015         100      0.36563  0.30912  0.50    3138     970    2653     7264   2.32
  2015         101      0.40459  0.33652  0.50    2168     730    1803     4612   2.13
  2015         102      0.44771  0.36582  0.50    1439     527    1176     2809   1.95
  2015         103      0.49542  0.39707  0.50     913     363     731     1634   1.79
  2015         104      0.54822  0.43028  0.50     550     237     432      903   1.64
  2015         105      0.60665  0.46546  0.50     314     146     241      471   1.50
  2015         106      0.67131  0.50261  0.50     168      85     126      231   1.37
  2015         107      0.74286  0.54167  0.50      84      46      61      105   1.26
  2015         108      0.82203  0.58258  0.50      39      23      28       44   1.15
  2015         109      0.90965  0.62526  0.50      16      10      11       17   1.06
  2015         110+     1.00661  1.00000  0.99       6       6       6        6   0.99
  2016           0      0.00530  0.00528  0.14  100000     528   99547  8194243  81.94
  2016           1      0.00084  0.00084  0.50   99473      84   99431  8094697  81.38
  2016           2      0.00026  0.00026  0.50   99390      27   99376  7995266  80.44
  2016           3      0.00019  0.00019  0.50   99363      20   99354  7895890  79.47
  2016           4      0.00018  0.00018  0.50   99344      19   99335  7796537  78.48
  2016           5      0.00019  0.00019  0.50   99326      19   99317  7697202  77.49
  2016           6      0.00019  0.00019  0.50   99308      19   99298  7597886  76.51
  2016           7      0.00019  0.00019  0.50   99289      19   99280  7498588  75.52
  2016           8      0.00019  0.00019  0.50   99270      20   99261  7399309  74.54
  2016           9      0.00020  0.00020  0.50   99251      20   99241  7300049  73.55
  2016          10      0.00020  0.00020  0.50   99231      20   99222  7200808  72.57
  2016          11      0.00020  0.00020  0.50   99212      21   99202  7101587  71.58
  2016          12      0.00021  0.00021  0.50   99192      21   99181  7002386  70.59
  2016          13      0.00021  0.00021  0.50   99171      22   99160  6903206  69.61
  2016          14      0.00022  0.00022  0.50   99150      22   99139  6804046  68.62
  2016          15      0.00022  0.00022  0.50   99128      23   99117  6704907  67.64
  2016          16      0.00023  0.00023  0.50   99106      23   99095  6605790  66.65
  2016          17      0.00024  0.00024  0.50   99083      24   99071  6506696  65.67
  2016          18      0.00025  0.00025  0.50   99060      25   99048  6407625  64.68
  2016          19      0.00025  0.00025  0.50   99035      26   99023  6308578  63.70
  2016          20      0.00026  0.00026  0.50   99010      27   98997  6209556  62.72
  2016          21      0.00027  0.00027  0.50   98984      28   98970  6110559  61.73
  2016          22      0.00029  0.00029  0.50   98957      29   98943  6011590  60.75
  2016          23      0.00030  0.00030  0.50   98928      30   98914  5912647  59.77
  2016          24      0.00031  0.00031  0.50   98899      32   98883  5813734  58.78
  2016          25      0.00033  0.00033  0.50   98868      33   98851  5714852  57.80
  2016          26      0.00035  0.00035  0.50   98835      35   98818  5616001  56.82
  2016          27      0.00037  0.00037  0.50   98800      37   98782  5517184  55.84
  2016          28      0.00039  0.00039  0.50   98764      39   98745  5418402  54.86
  2016          29      0.00042  0.00041  0.50   98725      41   98705  5319658  53.88
  2016          30      0.00044  0.00044  0.50   98684      44   98663  5220953  52.91
  2016          31      0.00047  0.00047  0.50   98641      47   98618  5122291  51.93
  2016          32      0.00050  0.00050  0.50   98594      50   98569  5023674  50.95
  2016          33      0.00054  0.00054  0.50   98545      54   98518  4925105  49.98
  2016          34      0.00058  0.00058  0.50   98491      58   98463  4826587  49.01
  2016          35      0.00063  0.00063  0.50   98434      62   98403  4728125  48.03
  2016          36      0.00068  0.00068  0.50   98372      67   98339  4629722  47.06
  2016          37      0.00073  0.00073  0.50   98306      72   98270  4531384  46.09
  2016          38      0.00079  0.00079  0.50   98234      78   98195  4433114  45.13
  2016          39      0.00086  0.00086  0.50   98157      85   98115  4334919  44.16
  2016          40      0.00093  0.00093  0.50   98072      92   98027  4236805  43.20
  2016          41      0.00101  0.00101  0.50   97981     100   97932  4138779  42.24
  2016          42      0.00110  0.00110  0.50   97882     109   97828  4040848  41.28
  2016          43      0.00120  0.00120  0.50   97774     118   97715  3943020  40.33
  2016          44      0.00132  0.00131  0.50   97656     129   97592  3845306  39.38
  2016          45      0.00144  0.00144  0.50   97528     141   97458  3747714  38.43
  2016          46      0.00157  0.00157  0.50   97388     154   97311  3650257  37.48
  2016          47      0.00173  0.00172  0.50   97234     168   97150  3552947  36.54
  2016          48      0.00189  0.00189  0.50   97067     184   96975  3455797  35.60
  2016          49      0.00208  0.00207  0.50   96883     201   96783  3358822  34.67
  2016          50      0.00228  0.00228  0.50   96682     221   96572  3262040  33.74
  2016          51      0.00251  0.00250  0.50   96462     242   96341  3165469  32.82
  2016          52      0.00276  0.00275  0.50   96221     265   96088  3069128  31.90
  2016          53      0.00303  0.00303  0.50   95956     291   95811  2973040  30.98
  2016          54      0.00334  0.00333  0.50   95665     319   95506  2877230  30.08
  2016          55      0.00368  0.00367  0.50   95346     350   95171  2781725  29.18
  2016          56      0.00405  0.00404  0.50   94996     385   94804  2686554  28.28
  2016          57      0.00447  0.00446  0.50   94612     422   94402  2591750  27.39
  2016          58      0.00492  0.00491  0.50   94191     463   93959  2497349  26.51
  2016          59      0.00543  0.00542  0.50   93728     508   93474  2403390  25.64
  2016          60      0.00599  0.00598  0.50   93220     558   92942  2309916  24.78
  2016          61      0.00662  0.00659  0.50   92663     612   92358  2216975  23.93
  2016          62      0.00730  0.00728  0.50   92052     670   91717  2124618  23.08
  2016          63      0.00807  0.00803  0.50   91382     735   91015  2032901  22.25
  2016          64      0.00891  0.00887  0.50   90648     804   90246  1941887  21.42
  2016          65      0.00984  0.00979  0.50   89844     880   89404  1851641  20.61
  2016          66      0.01087  0.01081  0.50   88965     962   88484  1762237  19.81
  2016          67      0.01201  0.01194  0.50   88003    1051   87477  1673754  19.02
  2016          68      0.01328  0.01319  0.50   86952    1147   86378  1586277  18.24
  2016          69      0.01467  0.01457  0.50   85805    1250   85180  1499900  17.48
  2016          70      0.01622  0.01609  0.50   84555    1361   83875  1414720  16.73
  2016          71      0.01793  0.01777  0.50   83194    1479   82455  1330846  16.00
  2016          72      0.01983  0.01963  0.50   81715    1605   80913  1248392  15.28
  2016          73      0.02193  0.02169  0.50   80111    1738   79242  1167479  14.57
  2016          74      0.02425  0.02395  0.50   78374    1878   77435  1088237  13.89
  2016          75      0.02681  0.02646  0.50   76496    2024   75484  1010803  13.21
  2016          76      0.02965  0.02922  0.50   74472    2177   73384   935319  12.56
  2016          77      0.03280  0.03227  0.50   72296    2333   71130   861935  11.92
  2016          78      0.03628  0.03563  0.50   69963    2493   68717   790806  11.30
  2016          79      0.04013  0.03934  0.50   67471    2655   66143   722089  10.70
  2016          80      0.04439  0.04342  0.50   64816    2815   63409   655946  10.12
  2016          81      0.04910  0.04793  0.50   62002    2972   60516   592538   9.56
  2016          82      0.05432  0.05288  0.50   59030    3122   57470   532022   9.01
  2016          83      0.06009  0.05834  0.50   55909    3262   54278   474553   8.49
  2016          84      0.06648  0.06434  0.50   52647    3388   50953   420276   7.98
  2016          85      0.07355  0.07094  0.50   49259    3495   47512   369323   7.50
  2016          86      0.08138  0.07820  0.50   45765    3579   43976   321811   7.03
  2016          87      0.09004  0.08616  0.50   42186    3635   40369   277836   6.59
  2016          88      0.09962  0.09489  0.50   38552    3659   36723   237468   6.16
  2016          89      0.11022  0.10446  0.50   34894    3646   33071   200746   5.75
  2016          90      0.12195  0.11494  0.50   31249    3592   29453   167675   5.37
  2016          91      0.13494  0.12641  0.50   27657    3496   25909   138223   5.00
  2016          92      0.14930  0.13893  0.50   24161    3357   22483   112314   4.65
  2016          93      0.16520  0.15260  0.50   20804    3175   19217    89832   4.32
  2016          94      0.18280  0.16749  0.50   17630    2953   16153    70616   4.01
  2016          95      0.20227  0.18369  0.50   14677    2696   13329    54463   3.71
  2016          96      0.22381  0.20129  0.50   11981    2412   10775    41135   3.43
  2016          97      0.24766  0.22037  0.50    9569    2109    8515    30360   3.17
  2016          98      0.27404  0.24102  0.50    7461    1799    6562    21845   2.93
  2016          99      0.30324  0.26332  0.50    5663    1491    4917    15284   2.70
  2016         100      0.33555  0.28734  0.50    4172    1199    3572    10367   2.49
  2016         101      0.37131  0.31317  0.50    2973     931    2508     6796   2.29
  2016         102      0.41087  0.34085  0.50    2042     696    1694     4288   2.10
  2016         103      0.45466  0.37045  0.50    1346     499    1097     2595   1.93
  2016         104      0.50311  0.40199  0.50     848     341     677     1498   1.77
  2016         105      0.55673  0.43550  0.50     507     221     397      821   1.62
  2016         106      0.61607  0.47099  0.50     287     135     219      425   1.48
  2016         107      0.68173  0.50842  0.50     152      77     113      206   1.36
  2016         108      0.75439  0.54777  0.50      75      41      55       93   1.25
  2016         109      0.83479  0.58896  0.50      34      20      24       39   1.15
  2016         110+     0.92377  1.00000  1.08      14      14      15       15   1.08
  2017           0      0.00530  0.00527  0.14  100000     528   99547  8277316  82.77
  2017           1      0.00084  0.00084  0.50   99473      84   99431  8177770  82.21
  2017           2      0.00026  0.00026  0.50   99390      27   99377  8078339  81.28
  2017           3      0.00019  0.00019  0.50   99364      19   99354  7978963  80.30
  2017           4      0.00018  0.00018  0.50   99345      19   99336  7879609  79.32
  2017           5      0.00018  0.00018  0.50   99327      19   99317  7780274  78.33
  2017           6      0.00019  0.00019  0.50   99308      19   99299  7680957  77.34
  2017           7      0.00019  0.00019  0.50   99290      19   99281  7581658  76.36
  2017           8      0.00019  0.00019  0.50   99271      19   99262  7482378  75.37
  2017           9      0.00019  0.00019  0.50   99252      20   99243  7383117  74.39
  2017          10      0.00020  0.00020  0.50   99233      20   99224  7283875  73.40
  2017          11      0.00020  0.00020  0.50   99214      20   99204  7184651  72.42
  2017          12      0.00020  0.00020  0.50   99194      21   99184  7085448  71.43
  2017          13      0.00021  0.00021  0.50   99174      21   99163  6986265  70.45
  2017          14      0.00021  0.00021  0.50   99153      22   99142  6887102  69.46
  2017          15      0.00022  0.00022  0.50   99132      22   99121  6787960  68.47
  2017          16      0.00022  0.00022  0.50   99110      23   99099  6688839  67.49
  2017          17      0.00023  0.00023  0.50   99088      23   99076  6589741  66.50
  2017          18      0.00024  0.00024  0.50   99065      24   99053  6490665  65.52
  2017          19      0.00025  0.00025  0.50   99041      25   99029  6391612  64.54
  2017          20      0.00026  0.00026  0.50   99017      26   99004  6292584  63.55
  2017          21      0.00027  0.00027  0.50   98992      27   98978  6193580  62.57
  2017          22      0.00028  0.00028  0.50   98965      28   98952  6094602  61.58
  2017          23      0.00029  0.00029  0.50   98938      29   98924  5995651  60.60
  2017          24      0.00030  0.00030  0.50   98909      30   98894  5896728  59.62
  2017          25      0.00032  0.00032  0.50   98879      32   98864  5797834  58.64
  2017          26      0.00033  0.00033  0.50   98848      33   98832  5698970  57.65
  2017          27      0.00035  0.00035  0.50   98815      35   98798  5600139  56.67
  2017          28      0.00037  0.00037  0.50   98780      37   98762  5501342  55.69
  2017          29      0.00039  0.00039  0.50   98744      39   98724  5402580  54.71
  2017          30      0.00042  0.00042  0.50   98705      42   98684  5303857  53.73
  2017          31      0.00045  0.00045  0.50   98663      45   98641  5205173  52.76
  2017          32      0.00048  0.00048  0.50   98619      47   98596  5106532  51.78
  2017          33      0.00051  0.00051  0.50   98572      51   98547  5007937  50.80
  2017          34      0.00055  0.00055  0.50   98522      54   98495  4909390  49.83
  2017          35      0.00059  0.00059  0.50   98468      58   98439  4810895  48.86
  2017          36      0.00063  0.00063  0.50   98410      63   98379  4712457  47.89
  2017          37      0.00068  0.00068  0.50   98348      68   98314  4614078  46.92
  2017          38      0.00074  0.00074  0.50   98281      73   98245  4515764  45.95
  2017          39      0.00080  0.00080  0.50   98208      79   98169  4417520  44.98
  2017          40      0.00087  0.00087  0.50   98130      86   98087  4319351  44.02
  2017          41      0.00094  0.00094  0.50   98045      93   97998  4221265  43.05
  2017          42      0.00103  0.00103  0.50   97952     101   97902  4123267  42.09
  2017          43      0.00112  0.00112  0.50   97852     110   97797  4025366  41.14
  2017          44      0.00122  0.00122  0.50   97742     120   97682  3927569  40.18
  2017          45      0.00133  0.00133  0.50   97623     131   97558  3829887  39.23
  2017          46      0.00146  0.00146  0.50   97493     143   97422  3732330  38.28
  2017          47      0.00160  0.00160  0.50   97351     156   97273  3634909  37.34
  2017          48      0.00175  0.00175  0.50   97195     170   97110  3537636  36.40
  2017          49      0.00192  0.00192  0.50   97025     186   96932  3440526  35.46
  2017          50      0.00211  0.00210  0.50   96839     204   96738  3343595  34.53
  2017          51      0.00231  0.00231  0.50   96636     224   96524  3246857  33.60
  2017          52      0.00254  0.00254  0.50   96412     245   96290  3150334  32.68
  2017          53      0.00280  0.00279  0.50   96168     269   96033  3054044  31.76
  2017          54      0.00308  0.00307  0.50   95899     295   95752  2958012  30.85
  2017          55      0.00339  0.00338  0.50   95604     324   95443  2862260  29.94
  2017          56      0.00373  0.00372  0.50   95281     355   95104  2766818  29.04
  2017          57      0.00411  0.00410  0.50   94926     390   94732  2671715  28.15
  2017          58      0.00453  0.00452  0.50   94537     428   94323  2576984  27.26
  2017          59      0.00500  0.00499  0.50   94109     470   93875  2482661  26.38
  2017          60      0.00551  0.00550  0.50   93640     515   93382  2388787  25.51
  2017          61      0.00608  0.00607  0.50   93125     565   92843  2295405  24.65
  2017          62      0.00672  0.00669  0.50   92560     620   92250  2202563  23.80
  2017          63      0.00741  0.00739  0.50   91941     680   91601  2110313  22.95
  2017          64      0.00819  0.00815  0.50   91261     745   90889  2018713  22.12
  2017          65      0.00904  0.00900  0.50   90517     815   90110  1927824  21.30
  2017          66      0.00999  0.00994  0.50   89702     892   89256  1837715  20.49
  2017          67      0.01104  0.01098  0.50   88811     975   88323  1748459  19.69
  2017          68      0.01220  0.01212  0.50   87836    1065   87303  1660137  18.90
  2017          69      0.01348  0.01339  0.50   86771    1162   86190  1572834  18.13
  2017          70      0.01490  0.01479  0.50   85609    1267   84976  1486645  17.37
  2017          71      0.01647  0.01634  0.50   84343    1378   83654  1401669  16.62
  2017          72      0.01821  0.01805  0.50   82965    1498   82216  1318016  15.89
  2017          73      0.02013  0.01993  0.50   81468    1624   80656  1235800  15.17
  2017          74      0.02226  0.02202  0.50   79844    1758   78965  1155145  14.47
  2017          75      0.02462  0.02432  0.50   78086    1900   77136  1076181  13.78
  2017          76      0.02723  0.02686  0.50   76187    2047   75164   999045  13.11
  2017          77      0.03011  0.02967  0.50   74140    2200   73041   923882  12.46
  2017          78      0.03330  0.03276  0.50   71941    2357   70763   850842  11.83
  2017          79      0.03684  0.03617  0.50   69584    2517   68326   780080  11.21
  2017          80      0.04075  0.03993  0.50   67067    2679   65728   711755  10.61
  2017          81      0.04507  0.04408  0.50   64389    2839   62970   646027  10.03
  2017          82      0.04986  0.04865  0.50   61551    2995   60054   583058   9.47
  2017          83      0.05516  0.05368  0.50   58556    3144   56985   523005   8.93
  2017          84      0.06102  0.05922  0.50   55413    3282   53772   466020   8.41
  2017          85      0.06751  0.06531  0.50   52132    3405   50429   412249   7.91
  2017          86      0.07469  0.07200  0.50   48727    3509   46973   361820   7.43
  2017          87      0.08264  0.07936  0.50   45219    3589   43424   314847   6.96
  2017          88      0.09143  0.08743  0.50   41630    3640   39810   271423   6.52
  2017          89      0.10116  0.09629  0.50   37990    3659   36161   231614   6.10
  2017          90      0.11193  0.10600  0.50   34332    3640   32513   195453   5.69
  2017          91      0.12384  0.11662  0.50   30693    3580   28904   162941   5.31
  2017          92      0.13703  0.12824  0.50   27114    3478   25375   134037   4.94
  2017          93      0.15162  0.14093  0.50   23637    3332   21971   108663   4.60
  2017          94      0.16777  0.15478  0.50   20306    3143   18734    86692   4.27
  2017          95      0.18563  0.16987  0.50   17163    2916   15705    67958   3.96
  2017          96      0.20541  0.18628  0.50   14247    2654   12921    52254   3.67
  2017          97      0.22729  0.20409  0.50   11594    2367   10411    39334   3.39
  2017          98      0.25150  0.22341  0.50    9228    2062    8197    28924   3.13
  2017          99      0.27830  0.24430  0.50    7166    1751    6291    20727   2.89
  2017         100      0.30795  0.26686  0.50    5416    1446    4693    14437   2.67
  2017         101      0.34076  0.29115  0.50    3971    1156    3393     9744   2.45
  2017         102      0.37707  0.31726  0.50    2815     893    2368     6352   2.26
  2017         103      0.41725  0.34523  0.50    1922     664    1590     3985   2.07
  2017         104      0.46172  0.37512  0.50    1259     472    1023     2395   1.90
  2017         105      0.51092  0.40696  0.50     787     320     627     1373   1.75
  2017         106      0.56537  0.44077  0.50     467     206     364      747   1.60
  2017         107      0.62563  0.47656  0.50     261     125     199      383   1.47
  2017         108      0.69231  0.51429  0.50     137      71     102      185   1.35
